Unnamed: 0,article,date,label
151,6 Reasons To Buy Bitcoin At Its $1722 Record High,1494306000,1
154,Bitcoin Hedge Fund: Scaling Resolution Could Double Price,1494306000,1
155,Bitcoin getting interest-paying accounts in Japan,1494306000,1
156,Bitcoin Price Tops $1700 to Set New All-Time High,1494306000,1
157,"Bitcoin Tops $1700, Hitting a New All-Time High",1494306000,1
158,Bitcoin Surges to Another All-Time High,1494306000,1
159,Bitcoin soars past $1700,1494306000,1
160,Why Bitcoin Is Rising,1494306000,1
161,Fed's Kashkari Says Blockchain 'Has More Potential' Than Bitcoin,1494219600,1
162,Fed Talk Drives Bitcoin Price Upwards to an All-Time High,1494219600,1
163,Germany's Central Bank Advises Against Bitcoin,1494219600,0
164,Coincheck to Offer Interest-Paying Bitcoin Accounts in Japan,1494306000,1
165,Bitcoin Market Cap Nears $30 Billion,1494219600,1
166,Australian's New Budget Includes a Bitcoin Tax Cut,1494219600,1
169,"Finance ministry drafting rules for Bitcoin, other virtual currencies",1494306000,-1
171,"Bitcoin Rises Another $200 in 24 Hours, Surpasses $1 Billion in ...",1494219600,1
172,Japanese E-Giant Will Launch GMO-Z Bitcoin Exchange In Two ...,1494306000,1
175,Japanese Exchanges Say Volumes are Real Pushing Bitcoin Price Up,1494392400,1
176,Bitcoin To Become 'Just Like Money' In Australia July 1,1494306000,1
177,"Blockchain has More Potential than Bitcoin, Says Minneapolis Fed ...",1494306000,1
179,Australian Double Tax on Bitcoin Will End July 1st,1494306000,1
180,Ulmart - the Future is Today,1494306000,-1
181,"In China, Bitcoin Faces Tonal Bias as Blockchain Tech Flourishes",1494306000,-1
184,Investor Predicts Bitcoin Price To Hit $4000 In 14 Months,1494306000,1
190,"Bitcoin Prices Continue to Surge, Regularly Breaking Records",1494306000,1
192,Is the Bitcoin Bubble About to Burst?,1494392400,0
195,What is Blockchain… And Why Should I Care?,1494306000,-1
198,Bitcoin crosses $1800 for the first time adding $3 billion in market ...,1494392400,1
201,Australia Will Recognize Bitcoin as Money and Protect Bitcoin ...,1494392400,1
202,Bitcoin Price Hits New All-Time High Again at $1866: Major Factors ...,1494478800,1
203,Bitcoin Coming To Russian E-Commerce Giant Ulmart Starting ...,1494478800,1
206,Bitcoin Price Passes $1800 to Hit New Record High,1494392400,1
207,Bitcoin hits all-time high of more than $1700,1494392400,1
208,Bitcoin Price Breaks $1700,1494478800,1
209,Bitcoin market cap adds $1 billion in 24 hours as price soars past ...,1494478800,1
210,Don't Buy Bitcoin! Says German Central Bank,1494478800,0
211,Bitcoin Just Hit a New All-Time High,1494478800,1
213,Bitcoin Gets a Tax Cut in Australia's 2017 Budget,1494392400,1
214,"Bitcoin rides Japanese demand to record $1800, just two days after ...",1494392400,1
215,Russia's Largest Online Retailer Will Accept Bitcoin Despite Central ...,1494478800,1
216,New regulations looming for bitcoin trading in China,1494478800,0
217,Yet Another Record High for Bitcoin,1494478800,1
219,Bitcoin's blockbuster week in two charts,1494478800,-1
221,"With No Currency of Their Own, Palestinians Eye 'Bitcoin' as ...",1494565200,1
224,And a Bitcoin Is Now Worth...,1494478800,-1
225,Man Borrows $325000 to Buy Bitcoin - Investment or Gambling on ...,1494478800,-1
227,Coinify Deal Adds 3000 Merchants to Bitcoin Network,1494565200,1
229,Bitcoin is Falling,1494478800,0
230,What Do Governments Want From Bitcoin?,1494565200,-1
231,"Digital currencies rally, but caution prevails",1494478800,0
233,Could Cryptocurrencies be the Ultimate Tax Haven?,1494565200,1
234,Palestinian Government Said to Be Considering a Bitcoin-Like ...,1494565200,1
235,Ether Price Analysis: Bullish Outlook Continues As Resistance ...,1494478800,1
237,Bitcoin's Future is Brighter than Any Other Asset,1494478800,1
239,Watch as these bitcoin wallets receive ransomware payments from ...,1494651600,0
240,What Is the Digital Currency Bitcoin?,1494565200,-1
241,Why Bitcoin's Price Has Been Surging and Where It Could Go From ...,1494651600,1
242,The strange mix of reasons why bitcoin has soared to all-time records,1494651600,1
244,"Bitcoin Mempool Hits All-Time High, Highlighting Urgent Need for ...",1494565200,1
246,"Criminals behind cyber-attack have raised just $20000, experts say",1494651600,0
247,"Charlie Lee: Bitcoin Miner Voting is Kind of Silly, But Safest Option",1494651600,1
248,Will We Finally See A Bitcoin ETF?,1494651600,1
249,Major cyberattack holds computers hostage in at least 99 countries,1494565200,0
252,Top 5 Cryptocurrencies in Japan,1494651600,-1
253,"Cryptocurrency Market Broke $50 Billion, What Have We Learned ...",1494565200,1
254,Global Malware Campaign WannaCry is Affecting Bitcoin's Price,1494651600,0
256,Pieter Wuille's Latest Project: Making Bitcoin Harder to Lose,1494651600,1
257,Elliptic's Rapid Response to Ransomware: a 4-Step Plan for ...,1494651600,0
258,Litecoin Price Staggers Despite Bitcoin Correction And Wave of ...,1494565200,0
259,"eToro: Bitcoin, Ether Trading Skyrockets; Trader Sentiment Remains ...",1494565200,1
261,Is A Palestinian Bitcoin On The Way?,1494738000,1
266,Bitcoin Becomes Media Scapegoat as NSA-Derived Ransomware ...,1494738000,0
267,Bitcoin Price Weekly Analysis – BTC/USD Eyeing $2000,1494738000,1
268,Repercussions Continue From Global Ransomware Attack,1494651600,0
269,"Bitcoin Price Recovering After Testing Support, Awaiting SEC Decision",1494651600,0
270,Zim's growing bitcoin community,1494651600,1
271,What is bitcoin and how does it work? This is what hackers are ...,1494651600,0
272,"Bitcoin is Pioneer, Pioneers Are Shot in the Back: Jeff Pulver on ...",1494651600,0
273,Bitcoin's surge fuels fears of asset bubble,1494738000,0
277,Will We Finally See a Bitcoin ETF This Year?,1494738000,1
278,Disney film held for Bitcoin ransom by hackers,1494824400,0
279,Bitcoin and the Art of Extortion,1494824400,0
280,What Is Bitcoin? All About the Mysterious Digital Currency,1494824400,-1
281,"What is bitcoin, how do I buy it and why do ransomware criminals ...",1494824400,0
282,Palestinian Govt Plans to Launch 'Bitcoin-Style' Digital Currency ...,1494824400,1
284,Hardly Anyone Paying the Hackers? Because Using Bitcoin Is Hard,1494824400,-1
285,Bitcoin ransomware demand shows criminal links are hard to shake,1494824400,0
286,Payza Becomes First Payment Network to Include Bitcoin Within Its ...,1494824400,1
287,"Bitcoin link could help find ransomware hackers, UN security expert ...",1494824400,1
288,"Hackers seize unreleased Disney film, demand 'huge' Bitcoin ...",1494824400,0
289,"Hackers steal Disney's latest 'Pirates of the Caribbean,' demand ...",1494824400,0
290,Pirates of the Caribbean 5: hackers threaten to post film online ...,1494738000,0
291,Has Pirates been pirated? Hackers threaten to release stolen ...,1494738000,0
292,Online pirates claim to hold Disney's latest 'Pirates of the Caribbean ...,1494824400,0
293,Hackers who infected 200000 machines have only made $50000 ...,1494824400,0
294,Creators of WannaCry Ransomware Only Made $50000 Worth of ...,1494824400,0
295,WannaCry Ransomware Attack: Hackers Raised $50000 In Bitcoins ...,1494824400,0
296,Last week's global cyberattack was just the beginning,1494738000,0
297,A look at the digital currency bitcoin used by hackers in ransomware ...,1494738000,-1
299,10 facts that you may not know about bitcoin,1494738000,-1
300,Palestine May Launch Its Own Cryptocurrency as Sovereign Legal ...,1494824400,1
303,Bitcoin's Recent Price Dive: Did WannaCry Malware Cause It?,1494824400,0
306,"From Kill Switch To Bitcoin, 'WannaCry' Showing Signs Of Amateur ...",1494824400,0
308,"What is bitcoin, the digital currency demanded as payment by ...",1494910800,-1
310,"Bitcoin Price Likely to Hit $3500 This Year, Says Major Bitcoin ...",1494824400,1
311,"For First Time, Bitcoin Accounts for Less Than Half Of Market Cap Of ...",1494824400,1
312,What is bitcoin? A look at the digital currency,1494910800,-1
314,Hackers Demand Bitcoin Ransom for Stolen Disney Movie (DIS),1494910800,0
316,Disney's Upcoming Pirates Movie Held for Bitcoin Ransom by Pirates,1494824400,0
317,Hackers Holding Disney's Latest 'Pirates Of The Caribbean' For ...,1494910800,0
320,WannaCry Ransomware: US-Led Ploy to Discredit Bitcoin?,1494824400,0
321,How the WannaCry hackers can actually get their money and run,1494910800,0
322,Bitcoin an enabler of cybercrime,1494824400,0
325,Bitcoin Market Capitalization Drops Below 50% for the First Time as ...,1494824400,0
329,"Despite RBI warning, 2500 Indians investing in Bitcoins daily. Here ...",1494910800,1
330,WannaCry Has a More Lucrative Cousin That Mines Cryptocurrency ...,1494910800,0
332,Keep Bitcoin For Impending Market Crash: Prominent Gold Investor,1494910800,1
333,Ripple's Market Cap Surpasses 40% of Bitcoin,1494910800,-1
334,"No, Fed's Comment on Blockchain Didn't Lead to Bitcoin Price Surge",1494910800,-1
335,Few Ransomware Victims Are Paying Hackers Because Using ...,1494910800,0
338,Bitcoin Price Struggles To Make Up For WannaCry Attack,1494997200,0
339,A bitcoin how-to for hapless hackers,1494997200,-1
340,The rise of bitcoin and the rise of ransomware,1494997200,0
342,Hackers demand bitcoin ransom for stolen Disney film,1494910800,0
343,Hackers steal hollywood movie. Demand heavy ransom in bitcoin,1494997200,0
344,Why Movie Pirates Are Going After Johnny Depp's Newest 'Pirates',1494997200,0
345,"Bitcoin Is An Asset, Not A Currency",1494997200,0
346,"WannaCry Not First NSA-Enabled Cyberattack, Hackers Made ...",1494910800,0
347,"Despite RBI caution, 2500 Indians investing in Bitcoins daily",1494910800,1
348,Bitcoin's Price Edges Back Above $1800 After Near $100 Gain,1494997200,1
350,Bitcoin's Murkier Rivals Line Up to Displace it as Cybercriminals ...,1495083600,1
352,WannaCry cousin uses your computer to mine Bitcoins,1494997200,0
353,India's Zebpay Has More Mobile Users Than All Korean Bitcoin ...,1495083600,-1
356,Bitcoin jumps to fresh record near $1900 amid increased political risk,1495083600,1
357,Indian Bitcoin Exchange Zebpay Adds 2500 Users/Day,1494997200,1
358,Inside Bitfinex's Comeback From a $69 Million Bitcoin Heist,1495083600,1
359,"Bitcoin's Link to Crime Is a Growing Worry, Nordea Bank Warns",1495083600,0
360,Why the massive cyberattack won't make the hackers rich,1494997200,1
362,WannaCry Influences Companies to Stock Bitcoin for Ransomware ...,1494997200,0
364,What is bitcoin?,1494997200,-1
365,Bitcoin: Digital currency or criminal currency?,1494997200,-1
366,New money for a digital world,1494997200,1
371,Around 2500 People in India Are Investing In Bitcoin Every Single ...,1494997200,1
372,The World Is Watching: Can WannaCry's Creators Cash Out Their ...,1495170000,1
373,Bitcoin hits $1900 to reach record high with market cap up $4 billion ...,1495083600,1
378,"As Deadline Begins to Pass, WannaCry Falls Short of Six Figures",1495170000,-1
379,Litecoin Releases Ambitious Roadmap For 2017 As SegWit Steals ...,1495170000,1
380,Bitcoin vs Ripple,1495170000,-1
381,Coinbase Users File Motion to Block IRS' Bitcoin Tax Summons,1495083600,1
383,Should you stock up on Bitcoins to pay for future ransomware attacks?,1495083600,0
385,Bitcoin Hit Another Record and It's Gained Almost $4 Billion Just ...,1495083600,1
386,Bitcoin's Price Climbs But Falls Short in Bid to Top $2000,1495083600,1
387,Bitcoin Tops $1900 for the First Time,1495083600,1
388,Bitcoin Price Breaks Beyond $1900 toward All-Time HIgh,1495083600,1
389,Monero Mining Malware Prevented WannaCry From Infecting Even ...,1495083600,-1
390,"After WannaCrypt, world faces massive cryptocurrency attack",1495083600,0
391,Hackers demand ransom in Bitcoin,1495170000,0
392,"What is bitcoin, how does it work? All you need to know about how ...",1495170000,-1
393,Political scandals send bitcoin price to fresh record near $1900,1495170000,1
395,"SegWit Activation Complete, Litecoin Charts a Course for the Future",1495170000,-1
396,Korea Continues To Fuel Demand For Ethereum and XRP,1495170000,1
397,Congress Questions IRS On Efforts To Access Coinbase Customer ...,1495170000,0
398,Bitcoin just surged past $2000 for the first time,1495256400,1
399,Bitcoin's murkier rivals line up to displace it as cybercriminals' favourite,1495170000,-1
404,Where is Gavin Andresen? The Quiet Exile of Bitcoin's Former Face,1495256400,-1
405,Bitcoin Price Analysis: Nearing a Bubble...but We're Not There Yet,1495170000,0
406,Companies keeping Bitcoin on hand in case of ransomware attacks,1495170000,0
407,Ethereum Now Handles More Than 50% of Bitcoin's Transaction ...,1495170000,1
409,History is Made: Bitcoin Prices Top $2000 to Set New All-Time High,1495170000,1
412,Victims Call Hackers' Bluff as Ransomware Deadline Nears,1495170000,1
416,"According to Gavin Andresen, Running a Full Bitcoin Node is a ...",1495256400,-1
417,SAFE Network vs Ethereum,1495256400,-1
419,Bitcoin options exchange raises $11.4 million in funding,1495342800,1
420,Bitcoin valuation tops $2000 for the first time ever,1495256400,1
421,Bitcoin Price Weekly Analysis – BTC/USD Firm above $2000,1495342800,1
423,BitPay Joins The Growing List of Companies Passing on Bitcoin ...,1495342800,1
424,Weekly Altcoin & Bitcoin Analysis: Time to Short Bitcoin?,1495342800,0
425,"'Spiritual Experience': Hot, Wild Ethereal Summit Is Sign of the Times",1495342800,-1
426,"Top 10 Reshuffles On CoinMarketCap: Ethereum vs. Ripple, Nem vs ...",1495256400,-1
427,Bitcoin crosses $1900 … the greater fool theory is alive and well,1495256400,0
428,3 Reasons Why Bitcoin Broke $2000,1495256400,-1
430,Dirty Politics Responsible for Confirmation Queues on Bitcoin ...,1495256400,0
431,"Bitcoin is worth more than ever, but it's losing clout",1495342800,0
432,Bitcoin Options Service LedgerX Raises $11.4 Million in Series B ...,1495342800,1
434,BitPay vs Coinbase vs GoCoin vs CoinGate,1495342800,-1
435,"As Cryptocurrencies Reach New Highs, The Ethereal Summit Paints ...",1495342800,-1
437,Bitcoin Surges Past $2200,1495429200,1
438,"If you bought $100 of bitcoin 7 years ago, you'd be sitting on $75 ...",1495429200,1
440,Bitcoin in India: Govt Invites Citizen Comments on Virtual Currencies,1495429200,1
441,Bitcoin Price Hits $2150 Following Rapid Progress in SegWit ...,1495342800,1
442,Can bitcoin's cryptographic technology help save the environment?,1495429200,1
443,MGT Capital Announces Major Expansion of Bitcoin Mining,1495429200,1
444,ShapeShift Introduces Prism's Trustless Crypto Asset Portfolios,1495429200,1
445,131 Countries: BitPay Goes International With Bitcoin Prepaid Visa ...,1495429200,1
446,Bitcoin jumps $200 in single day and has nearly doubled in May on ...,1495429200,1
447,Bitcoin set a new price record as the industry gathers for its biggest ...,1495342800,1
448,"Bitcoin blows past $2000, $2100, and $2200 for the first time",1495342800,1
449,The $80 billion question: Why are Bitcoin and Ethereum growing so ...,1495429200,0
450,Why has Bitcoin gained 350% of its value in just 12 months,1495429200,-1
451,Bitcoin continues its massive surge,1495429200,1
452,"If You Bought $5 of Bitcoin 7 Years Ago, You'd Be $4.4 Million Richer",1495429200,1
453,Bitcoin Pizza Day: Celebrating the $20 Million Pizza Order,1495342800,-1
455,$100 in bitcoin in 2010 now worth almost $73 million,1495429200,1
456,Government seeks public views on future of bitcoin,1495429200,1
457,UASF - Bitcoin's emergency plan to enact SegWit,1495429200,0
458,A Curious Plan to Save the Environment With the Blockchain,1495429200,1
459,ShapeShift Breaks New Ground With 'Prism' Digital Asset Portfolio ...,1495429200,1
460,BitPay expands prepaid bitcoin Visa debit to users in 131 countries,1495429200,1
461,Bitcoin is up over 400% in the past year—what's stopping it from ...,1495515600,1
463,Bitcoin Owes its All-Time High Value to Global Unrest,1495429200,1
466,Jeff Gundlach has a theory on why bitcoin is surging,1495515600,-1
467,Blockchain consortium R3 raises $107 million,1495429200,1
468,BREAKING: Bitcoin Scaling Consensus Reached. Commentary ...,1495429200,-1
470,"Japanese Budget Airlines Will Accept Bitcoin In 2017, Install BTMs ...",1495515600,1
473,"Fidelity CEO Talks 'Love' For Bitcoin, Why Blockchain Will 'Change ...",1495515600,1
474,Fidelity allows workers to use bitcoin in company canteen,1495515600,1
475,Fidelity to allow clients to see digital currencies on website,1495515600,1
478,Bitcoin Surge Is Driven by People Leaving Riskier Digital Currencies ...,1495429200,1
479,New Bitcoin Price Record: Over $2000 Per Coin,1495429200,1
481,"Should You Buy Bitcoin? 3 Pros, 3 Cons",1495429200,-1
482,Billion Dollar Cryptocurrency Club Swells to Six Members,1495515600,1
485,Bitcoin Surge Continues as Cryptocurrency Tops $2100 Amid US ...,1495515600,1
486,LedgerX Raises US$11.4m in Funding to Build out Regulated ...,1495515600,1
487,3 Must Read Asian Market Stories: Gundlach's Bitcoin Theory ...,1495515600,-1
488,"Blockchain group secures $107m, as bitcoin and radar interest soars",1495515600,1
489,Distributed Ledger Consortium R3 Closes Record $107 Million ...,1495515600,1
490,Bitcoin's New Scaling 'Agreement': The Reaction,1495515600,-1
491,Bitcoin Scaling Agreement Officially Met: Segwit + 2MB Hard Fork,1495429200,-1
492,Bitcoin Agreement Promises To Resolve Years-Long Impasse,1495429200,1
494,Bitcoin Could Be Accepted at 300000 Japanese Stores in 2017,1495515600,1
495,"Bitcoin surges to record above $2500, bringing 2017 gain to more ...",1495602000,1
496,"If you'd bought $1000 of Bitcoin in 2010, you'd be worth $35M",1495602000,1
498,$100 of bitcoin in 2010 is worth $75 million today,1495515600,1
500,"Bitcoin may have more than doubled this year, but rival Ethereum is ...",1495515600,1
504,The Case Against Bitcoin & Crypto-Currency,1495515600,0
505,It's not just Bitcoin anymore...,1495602000,-1
506,Bitcoin flies past $2300 and $2400 for the first time as scaling ...,1495515600,1
510,Cryptocurrency Mania Goes Beyond Bitcoin,1495515600,1
511,Bitcoin Leads Cryptocurrencies All-Time Highs Across Board ...,1495515600,1
513,Cryptocurrency Market Cap History: Ethereum Surpasses US$20bn ...,1495515600,1
514,The Value of Bitcoin Has Almost Doubled This Month,1495602000,1
515,Bitcoin? Ethereum? Ripple? Three Reasons to Consider Investing in ...,1495602000,1
516,10000 bitcoin bought 2 pizzas in 2010 — and now it'd be worth $20 ...,1495602000,-1
519,"Bitcoin, Ether Set New All-Time Highs Amid Market Boom",1495515600,1
520,What is the Ethereum Enterprise Alliance?,1495515600,-1
524,Bitcoin Price Finds Further Support in Scaling Agreement,1495515600,1
527,Bitcoin for Gambling: Pros and Cons,1495515600,-1
528,Bitcoin plunges more than $300 after earlier hitting all-time high,1495688400,0
529,Bitcoin is going wild — here's what the cryptocurrency is all about,1495602000,-1
530,"As bitcoin prices soar, messaging app Kik launches cryptocurrency ...",1495602000,1
531,Coinbase Suffers Outages Amid Bitcoin Surge,1495602000,0
533,Here's How Rich You'd Be If You Made One Unusual Investment 7 ...,1495688400,-1
534,Bitcoin Exchange Huobi: We Will “Stay Neutral” On SegWit Agreement,1495688400,0
536,"Bitcoin could see a 47% correction, but some say it's going to $6000",1495688400,1
537,"Oil and Bitcoin Tumble, SPX and VIX Keep Steady for 'Risk On'",1495688400,-1
540,One of the world's largest financial services firms is mining bitcoins,1495688400,1
541,Pact to Speed Up Bitcoin Drives Digital Currency to Record High,1495688400,1
542,Bitcoin Price $4500 In South Korea As Uptake Race Continues,1495688400,1
544,Bitcoin's Price Tumbles More Than $400 From New High,1495602000,0
545,Bitcoin blew past its record and soared to $2800 in just a few hours ...,1495602000,1
546,Even the world's largest bitcoin exchange couldn't handle this ...,1495602000,-1
547,Kik App Debuts Digital Currency Amid Bitcoin Boom,1495602000,1
548,Canadian messenger app Kik to launch its own Bitcoin-like digital ...,1495602000,1
549,"As Bitcoin, Altcoins Fall, Coinbase Bows Out Due to Technical ...",1495602000,0
552,"If You Bought Rs 4500 Worth of Bitcoin 7 Years Ago, You Would Be ...",1495688400,-1
553,Bitcoin: Another Record High?,1495688400,1
558,"Japan, South Korea drive global bitcoin prices as retail investor pile in",1495688400,1
561,Bitcoin soars: $100 in 2010 is worth $75 million today,1495688400,1
562,Bitcoin $3000? Ex-fugitive cybersecurity legend sees 'enormous ...,1495774800,1
563,Bitcoin's Wild Ride: Are Governments Fueling the Price Surge?,1495688400,1
565,Could bitcoin rise to $1 million?,1495688400,1
566,"Bitcoin Surges to Another Record, This Time Passing $2500",1495688400,1
567,Bitcoin: First It's Up…Then It's Down,1495688400,0
570,Three reasons why this bitcoin surge is not the same,1495774800,-1
572,Bitcoin's price keeps breaking records. Here's what's driving its growth.,1495688400,1
578,Rising Bitcoin Price to Benefit McAfee's MGT Capital,1495774800,1
579,"Bitcoin Price Officially Doubles That of Gold, Experiences Minor ...",1495774800,1
580,"Bitcoin Demand Explodes in India, Overwhelmed Exchanges Put ...",1495774800,1
